D4420;D4433;4U27;4U32;L4115;D4428
1129.34;1818.42;13.61;17.54;1.56;1162.98
1123.65;1844.01;13.61;17.55;1.55;1160.48
1127.71;1867.57;13.62;17.61;1.56;1161
1141.36;1871.22;13.62;17.6;1.56;1162.44
1140.55;1900.17;13.62;16.83;1.55;1164.57
1132.23;1886.69;13.62;14.21;1.55;1163.96
1133.16;1896.82;13.61;14.22;1.55;1164.78
1131.03;1877.73;13.62;14.18;1.56;1163.5
1124.02;1869.25;13.63;14.19;1.56;1164.03
1128.67;1866.35;13.62;14.66;1.57;1161.8
1129.49;1879.13;13.62;16.9;1.57;1161.79
1135.86;1863.64;13.62;17.05;1.56;1160.21
1133.02;1858.91;13.61;17.16;1.58;1162.11
1133.31;1854.29;13.62;17.09;1.57;1162.49
1129.87;1879.01;13.62;16.63;1.56;1161.31
1122.74;1886.63;13.62;14.89;1.55;1162.49
1129.64;1883.92;13.62;15.38;1.56;1162.29
1131.25;1871.88;13.62;17.43;1.57;1165.71
1120.71;1845.74;13.62;17.47;1.56;1167.91
1108.27;1820.92;13.63;15.43;1.55;1161.81
1110.83;1791.38;13.62;14.64;1.55;1155.77
1110.6;1769.81;13.51;14.59;1.55;1159.09
1108.5;1764.98;12.76;16.55;1.55;1157.82
1114.6;1767.46;11.26;17.32;1.55;1154.86
1115.92;1763.3;9.76;16.67;1.55;1154.22
1117.79;1784.31;8.57;14.07;1.54;1151.91
1119.45;1828.11;8.56;14.72;1.57;1151.09
1123.81;1839.21;8.55;17.39;1.56;1158.04
1132.33;1857.27;8.57;15.86;1.56;1156.68
1134.25;1888.83;8.58;15.17;1.57;1154.6
1130.01;1906.81;8.57;15.19;1.55;1153.39
1140.03;1918.53;8.58;15.17;1.56;1157.29
1134.22;1910.5;8.59;15.16;1.56;1160.43
1131.26;1932.07;9.42;15.18;1.56;1162.59
1131.96;1931.23;10.82;15.19;1.58;1165.05
1122.31;1914.56;11.29;15.2;1.56;1164.53
1133.4;1910.16;12.17;15.17;1.56;1167.13
1142.01;1896.46;13.43;15.18;1.56;1169.79
1138.47;1863.59;13.43;15.2;1.55;1170.01
1130.88;1867.15;13.42;14.79;1.55;1168.67
1128.39;1842.31;13.42;13.05;1.58;1161.97
1120.03;1818.44;13.42;12.24;1.55;1161.06
1133.55;1792.88;13.42;14.09;1.55;1157.93
1132.09;1769.05;13.43;14.87;1.55;1159.23
1119.99;1773.48;13.28;14.9;1.54;1156.09
1115.39;1802.19;12.71;14.86;1.55;1155.51
1121.83;1805.35;12.72;14.85;1.56;1152.55
1125.91;1805.18;12.72;14.99;1.55;1154.59
1132.62;1821.98;12.2;14.86;1.55;1154.62
1121.84;1855.18;11.97;15.04;1.56;1158.12
1123.52;1866.37;11.96;14.33;1.55;1161.05
1135.4;1863.13;11.96;12.13;1.55;1160.75
1141.63;1883.8;11.97;16.2;1.55;1159.77
1138.57;1894.54;11.97;17.32;1.55;1155.33
1123.41;1899.11;11.96;15.2;1.55;1156.05
1122.31;1903.18;11.97;14.47;1.56;1160.63
1131.54;1882.92;11.96;12.34;1.56;1161.25
1138.68;1875.97;11.97;17.28;1.58;1163.89
1144.99;1852.29;11.96;17.78;1.57;1165.17
1126.09;1847.44;11.96;15.3;1.59;1164.23
1117.21;1858.08;11.95;15.46;1.56;1166.83
1114.65;1848.87;11.96;16.75;1.56;1164.79
1121.29;1837.13;11.96;18;1.57;1164.91
1121.26;1823.73;11.96;15.51;1.55;1161.53
1129.67;1837.92;11.97;15.58;1.56;1157.08
1127.24;1829.82;11.97;15.53;1.57;1158.35
1125.33;1820.12;11.97;15.53;1.56;1158.75
1128.62;1815.42;11.97;15.56;1.56;1156.9
1124.81;1817.68;11.97;15.58;1.55;1158
1121.78;1811.01;11.96;17.7;1.55;1157.75
1119.25;1803.57;11.96;16.22;1.56;1160.36
1125.73;1823.86;11.96;15.18;1.56;1155.91
1126.81;1836.53;11.95;15.25;1.55;1156.81
1118.96;1834.31;11.95;15.2;1.54;1157.95
1125.63;1840.43;11.97;15.13;1.56;1158.44
1129.2;1855.86;11.96;15.17;1.56;1158.9
1132.46;1871.24;11.96;15.16;1.55;1157.73
1137.07;1875.93;11.96;15.2;1.55;1161
1133.08;1865.44;11.96;15.15;1.55;1161.31
1120.1;1877.92;11.97;15.15;1.56;1161.92
1124.77;1891.68;11.97;15.8;1.56;1161.86
1130.38;1889.45;11.96;18.42;1.55;1160.23
1143.86;1873.85;11.96;17.51;1.55;1161.11
1144.01;1873.9;11.97;15.17;1.55;1161.6
1135.33;1874.97;11.96;15.2;1.56;1160.06
1127.57;1861.16;11.97;15.13;1.56;1163.35
1128.09;1871.43;11.97;17.53;1.55;1160.25
1126.48;1865.64;11.96;17.97;1.55;1160.11
1128.5;1872.4;11.96;15.81;1.54;1157.27
1129.13;1861.83;11.96;15.74;1.55;1159.72
1127.67;1867.41;11.96;15.74;1.55;1162.19
1124.96;1856.63;11.96;15.79;1.56;1163.01
1118.9;1874.1;11.97;15.81;1.57;1161.95
1117.66;1855.7;11.96;15.96;1.57;1161.95
1119.08;1844.84;11.97;15.8;1.55;1165.22
1126.75;1851.47;11.96;13.92;1.56;1163.19
1139.14;1847;11.97;14.12;1.55;1161.98
1124.39;1852.68;11.98;14.2;1.55;1162.85
1116.21;1858.37;11.96;13.97;1.55;1160.12
1122.83;1881.87;11.97;13.99;1.56;1160.56
1128.91;1865.39;11.97;14.09;1.56;1163.64
1130.14;1864.22;11.96;14.15;1.57;1160.46
1133.65;1855.41;11.96;14.06;1.55;1158.63
1127.76;1867.22;11.96;14.1;1.56;1160.17
1129.8;1885.36;11.97;16.46;1.57;1159.68
1134.2;1874.21;11.96;16.99;1.56;1161.02
1126.39;1879.53;11.97;14.89;1.56;1165.76
1129.93;1886.63;11.98;14.83;1.57;1169.94
1131.65;1886.61;11.97;14.89;1.55;1166.66
1124.83;1883.88;11.96;14.87;1.55;1165.6
1130.32;1842.45;11.96;14.85;1.55;1160.28
1123.47;1789.57;11.96;14.88;1.55;1158.75
1122.08;1787.46;11.97;14.91;1.58;1156.89
1121.82;1796.39;11.98;14.88;1.56;1157.51
1117.43;1783.42;11.97;16.85;1.56;1157.22
1123.2;1779.34;11.96;17.69;1.56;1157.17
1132.25;1809.4;11.97;17.7;1.56;1156.52
1131.63;1805.65;11.52;17.84;1.55;1156.86
1119.96;1818.87;11.32;20.36;1.56;1156.14
1121.35;1799.73;11.11;20.54;1.56;1155.01
1127.1;1819.68;10.23;17.91;1.56;1156.43
1140.61;1830.77;10.22;17.92;1.57;1154.84
1140.23;1863.2;10.23;20.43;1.56;1155.38
1137.39;1885.62;10.23;18.61;1.55;1155.25
1130.37;1898.78;10.22;17.38;1.56;1159.08
1139.6;1901.8;10.23;17.34;1.56;1163.62
1136.26;1913.82;10.22;17.26;1.57;1161.75
1141.86;1925.89;10.27;17.3;1.58;1163.01
1142;1925.86;10.62;20;1.56;1162.43
1137.84;1925.25;11.58;17.99;1.55;1166.04
1139.59;1901.83;12.5;16.61;1.57;1166.29
1133.23;1885.17;12.5;16.65;1.56;1164.8
1114.13;1888.35;12.52;16.64;1.58;1167.42
1122.17;1880.94;12.58;16.61;1.56;1167.48
1125.52;1839.83;12.58;16.65;1.55;1166.49
1129.47;1823.22;12.57;16.62;1.56;1163.42
1129.79;1821.53;12.57;16.7;1.55;1163.07
1128.52;1802.29;12.56;16.76;1.56;1162.74
1131.88;1773.67;12.57;13.87;1.56;1162.91
1128.04;1787.08;12.56;12.8;1.55;1161.98
1125.69;1795.72;12.57;15.97;1.55;1162.41
1120.94;1802.67;12.56;19.88;1.57;1160.76
1123.69;1796.1;12.56;20.01;1.55;1161.17
1125.64;1812.48;12.56;17.22;1.55;1162.25
1126.53;1816.65;12.56;18.21;1.55;1157.47
1126.15;1823.76;12.57;16.02;1.55;1157.65
1139.12;1830.87;12.56;15.91;1.56;1157.14
1130.99;1853.29;12.56;17.88;1.58;1159.58
1131.45;1864.05;12.57;18.25;1.56;1159.92
1131.92;1860;12.56;16.35;1.57;1159.99
1143.45;1875.36;12.56;16.36;1.58;1159.09
1136.34;1901.53;12.56;16.35;1.57;1156.37
1131.15;1921.92;12.56;18.31;1.56;1159.84
1145.93;1896.74;12.56;16.77;1.55;1160.57
1136.09;1875.96;12.57;15.84;1.55;1161.86
1137.84;1882.56;12.57;15.84;1.55;1166.42
1130.97;1873.29;12.57;15.92;1.55;1164.78
1118.26;1884.11;12.57;15.9;1.55;1161.06
1103.99;1844.6;12.55;15.88;1.56;1162.31
1105.99;1825.2;12.56;15.86;1.57;1161.85
1110.38;1816.98;12.56;15.8;1.56;1165.32
1109.07;1816.27;12.57;16.48;1.56;1163.05
1111.19;1796.72;12.48;19.13;1.55;1158.36
1110.94;1764.78;11.99;15.98;1.55;1151.5
1119.62;1785.74;10.87;17.26;1.56;1152.09
1121.6;1821.43;10.79;18.25;1.56;1153.71
1122.1;1815.22;10.79;18.3;1.55;1152.6
1121.84;1802.81;10.79;18.29;1.56;1153.99
1129.89;1830.53;10.78;18.23;1.55;1155.82
1127.92;1847.99;10.78;18.28;1.55;1152.91
1126.3;1857.33;10.78;18.29;1.56;1157.15
1129.64;1879.13;10.78;17.75;1.57;1158.67
1124.3;1880.74;10.8;15.6;1.56;1158.6
1116.89;1895.06;10.79;15.66;1.57;1157.93
1117.67;1904;10.79;16.32;1.56;1161.17
1127.95;1913.64;10.8;18.27;1.57;1164.5
1123.8;1923.14;10.79;16.61;1.56;1165.7
1126.01;1899.61;10.79;16.46;1.56;1162.84
1130.69;1900.89;10.92;16.47;1.56;1164.07
1130.77;1901.59;10.98;16.5;1.58;1163.29
1127.7;1900.8;11.53;16.48;1.56;1162.49
1129.29;1887.32;11.76;16.54;1.57;1162.53
1129.18;1888.83;11.76;16.52;1.57;1162.57
1122.73;1890.75;12.59;15.75;1.56;1166.84
1122.3;1858.85;12.95;14.51;1.55;1166.1
1122.23;1825.07;12.95;14.81;1.55;1169.55
1125.83;1820.5;12.95;13.07;1.55;1168.57
1123.05;1807.06;12.95;13.52;1.56;1163.74
1116.09;1784.87;12.95;15.72;1.55;1158.16
1113.38;1787.96;12.94;15.75;1.56;1159.43
1118.56;1784.99;12.94;15.84;1.55;1156.82
1125;1793.52;12.95;15.83;1.55;1158.63
1126.03;1814.31;12.95;15.75;1.56;1158.81
1120.69;1828.84;12.95;15.76;1.56;1157.47
1126.26;1837.62;12.94;15.82;1.58;1158.44
1131.72;1827.11;12.94;15.78;1.55;1156.98
1131.05;1825.71;12.95;15.71;1.55;1155.32
1128.11;1843.35;12.94;15.76;1.55;1159.16
1121.45;1863.08;12.94;15.73;1.56;1157.51
1128.98;1872.9;12.95;15.75;1.56;1154.98
1128.54;1852.83;12.94;15.77;1.56;1158.8
1118.41;1835.54;12.95;15.76;1.55;1160.47
1119.03;1815.45;12.94;15.88;1.57;1158.29
1126.25;1809.34;12.93;16.62;1.55;1154.42
1129.56;1819.8;12.94;18.63;1.56;1155.76
1130.69;1837.75;12.94;16.99;1.57;1155.69
1116.78;1860.92;12.94;16.99;1.55;1156.92
1115.91;1832.3;12.94;17.01;1.56;1157.36
1123.55;1815.14;12.94;16.99;1.56;1157.79
1129.57;1837.85;12.94;16.98;1.56;1158.41
1128.35;1871.04;12.94;16.97;1.55;1160.77
1134.04;1872.66;12.95;17.04;1.56;1162.64
1142.57;1874.74;12.96;16.95;1.55;1163.22
1133.78;1903.32;12.96;17;1.56;1162.12
1129.96;1911.78;12.96;16.38;1.56;1163.38
1127.89;1901.89;12.96;14;1.55;1164.79
1123.03;1921.31;12.96;13.98;1.57;1164.59
1120.11;1905.74;12.96;14;1.57;1163.49
1122.84;1881.79;12.96;13.97;1.56;1164.12
1129.57;1854.08;12.95;13.93;1.55;1162.32
1133.03;1819.9;12.96;14.51;1.56;1163.85
1130.93;1803.55;12.96;16.62;1.55;1161.79
1117.41;1795.07;12.96;16.7;1.55;1159.57
1113.56;1787.76;12.95;16.65;1.56;1153.5
1115.42;1795.28;12.96;16.7;1.57;1155.48
1112.96;1796.22;12.74;16.72;1.55;1153.87
1118.67;1808.19;12.64;16.97;1.55;1154.76
1114.72;1817.91;12.65;19.57;1.56;1159.12
1113.27;1820.54;12.65;19.78;1.57;1154.99
1117;1791.95;11.84;17.77;1.56;1154.55
1115.54;1779.2;10.7;17.74;1.56;1156.09
1120.6;1789.8;10.36;15.97;1.56;1157.29
1118.81;1795.26;9.52;16.85;1.57;1151.03
1126.83;1824.86;9.16;17.69;1.56;1153.18
1122.84;1869.06;9.16;17.7;1.59;1153.06
1134.25;1896.85;9.16;17.69;1.57;1154.25
1128.89;1901.7;9.17;17.25;1.56;1153.58
1128.84;1890.63;9.17;15.71;1.56;1154.65
1129.39;1890.68;9.16;15.67;1.57;1158.04
1131.77;1898.56;9.16;15.62;1.55;1160.02
1122.03;1897.58;9.17;15.65;1.56;1157.06
1120.51;1897.83;9.17;15.69;1.56;1155.88
1122.54;1882.41;9.17;15.7;1.56;1156.16
1130.61;1858.42;9.17;15.69;1.55;1156.34
1114.46;1875.73;9.16;15.82;1.55;1160.44
1115.76;1888;9.18;16.44;1.56;1162.13
1111.23;1853.78;9.18;18.7;1.56;1162.02
1121.96;1839.07;9.17;16.8;1.56;1159.81
1128.22;1841.58;9.17;16.02;1.56;1157.85
1130.12;1843.37;9.18;16.08;1.55;1159.82
1129.99;1857.71;9.17;16.07;1.56;1159.81
1134.79;1867.96;9.17;16;1.55;1158.48
1134.52;1862.21;9.17;16.02;1.56;1159.88
1142.16;1877.17;9.17;15.95;1.56;1155.83
1132.88;1877.03;9.17;16.02;1.56;1156.75
1129.45;1863.85;9.18;16.55;1.57;1158.55
1131.55;1838.93;9.18;18.05;1.56;1161.71
1130.65;1834.21;9.17;15.32;1.56;1156.39
1123.6;1848.88;9.17;15.4;1.56;1155.7
1121.18;1849.52;9.17;15.48;1.55;1156.55
1123.01;1862.14;9.18;15.44;1.55;1157.35
1127.88;1868.19;9.18;15.61;1.56;1160.24
1116.88;1874.59;9.17;15.43;1.56;1162.94
1117.02;1862.44;9.17;15.43;1.55;1160.81
1116.05;1875.98;9.18;15.43;1.55;1157.57
1127.9;1844.38;9.17;15.42;1.57;1156.24
1124;1835.49;9.16;15.47;1.56;1159.49
1115.58;1842.86;9.17;15.43;1.57;1156.94
1117.65;1847.08;9.16;15.44;1.56;1158.97
1116.7;1844.18;9.17;15.42;1.55;1161.04
1112.08;1827.9;9.18;15.4;1.55;1157.85
1112.15;1827.61;9.17;15.49;1.55;1154.18
1127.86;1823.68;9.17;15.45;1.57;1151.86
1124.86;1840.63;9.17;16.12;1.56;1150.73
1128.2;1868.36;9.17;18.82;1.56;1152.8
1135.91;1887.68;9.3;16.24;1.56;1160.93
1135.5;1880.41;9.35;14.97;1.55;1163.56
1135.73;1888.94;9.53;14.57;1.55;1160.89
1132.72;1882.02;10.25;12.62;1.56;1162.36
1132.51;1873.45;10.24;13.28;1.57;1161.49
1126.42;1859;10.24;15.64;1.56;1159.88
1116.07;1822.64;10.26;15.66;1.56;1158.24
1116.06;1834.92;10.26;15.81;1.56;1154.58
1128.86;1852.44;10.26;15.59;1.57;1155.78
1131.54;1845.74;10.26;15.58;1.57;1156.84
1121.25;1859.25;10.26;15.59;1.57;1154.26
1118.79;1856.56;10.26;15.66;1.57;1158.45
1128.17;1855.28;10.27;15.55;1.57;1160.47
1128.54;1859.99;10.26;15.61;1.56;1159.63
1128.79;1854.88;10.26;15.58;1.55;1158.29
1122.33;1858.54;10.27;15.69;1.55;1162.54
1118.58;1858.5;10.25;15.68;1.56;1164.8
1118.29;1852.01;10.26;15.59;1.56;1158.46
1124.23;1837.6;10.26;15.58;1.55;1156.24
1129.94;1826.36;10.26;15.55;1.55;1153.12
1130.11;1830.58;10.27;15.6;1.55;1156.9
1125.01;1852.56;10.26;15.58;1.55;1160.53
1124.55;1836.32;10.26;15.59;1.57;1161.35
1128.66;1817.46;10.26;15.6;1.57;1162.12
1128.6;1819.8;10.26;15.6;1.56;1162.33
1129.96;1825.93;10.27;16.25;1.57;1160.75
1120.43;1818.06;10.27;18.61;1.54;1160.13
1120;1829.21;10.27;17.2;1.54;1154.34
1109.29;1834.94;10.27;16.72;1.55;1152.03
1118.63;1823.45;10.26;16.61;1.56;1153.71
1120.03;1822.83;10.28;16.64;1.55;1154.27
1126.4;1833.23;10.26;16.61;1.55;1154.51
1125.08;1850.4;10.26;16.64;1.57;1158.2
1130.22;1857.05;10.26;16.65;1.56;1155.17
1127.2;1864.14;10.26;16.6;1.55;1154.71
1119.63;1867.1;10.26;16.61;1.56;1160.81
1123.11;1856.66;10.26;16.63;1.55;1159.75
1133.41;1847.54;10.26;16.61;1.55;1159.77
1127.32;1866.1;10.26;16.66;1.55;1158.78
1128.66;1854.65;10.26;16.59;1.55;1158.03
1126.13;1832.19;10.26;14.12;1.58;1160.24
1124.27;1837.87;10.26;13.06;1.57;1158.28
1123.3;1845.42;10.25;15.35;1.56;1160.75
1123.02;1844.34;10.26;16.39;1.56;1160.56
1130.38;1844.78;10.26;16.42;1.56;1163.18
1130.54;1845.79;10.26;16.48;1.59;1157.18
1129.42;1851.45;10.26;16.6;1.56;1157.44
1129.14;1857.27;10.26;16.66;1.56;1156.8
1126.77;1867.45;10.26;16.53;1.55;1161.01
1120.23;1893.89;10.26;16.54;1.56;1160.4
1122.51;1890.69;10.26;16.56;1.56;1158.59
1125.53;1872.86;10.26;16.51;1.56;1157.68
1130.54;1848.68;10.26;16.53;1.55;1159.18
1129.36;1845.17;10.27;16.59;1.55;1158.19
1129.33;1844.73;10.26;16.52;1.55;1159.47
1130.78;1851.63;10.26;16.52;1.56;1153.45
1130.22;1858.31;10.26;16.57;1.57;1151.86
1127.43;1865.15;10.26;16.59;1.57;1156.28
1133.9;1856.98;10.26;16.55;1.56;1158.7
1122.32;1845.93;10.26;16.6;1.57;1157.2
1118.7;1867.22;10.26;14.44;1.56;1162.56
1123.22;1865.63;10.26;15.84;1.55;1156.63
1122.74;1831.01;10.26;15.32;1.56;1158.45
1127.06;1829.66;10.26;12.94;1.57;1157.36
1127.77;1810.98;10.27;12.78;1.55;1156.64
1124.3;1807.07;10.26;12.81;1.54;1153.65
1116.53;1824.23;10.26;15.04;1.55;1154.2
1113.53;1822.41;10.26;15.89;1.56;1155.54
1123.37;1811.43;10.26;15.91;1.57;1157.53
1120.44;1826.06;10.25;15.85;1.56;1162.79
1123.92;1843.88;10.26;15.92;1.55;1161.37
1124.46;1869.61;10.26;15.93;1.56;1161.15
1120.1;1852.8;10.26;16.08;1.56;1160.28
1136.89;1846.19;10.25;15.98;1.56;1160.27
1133.78;1876.33;10.26;16.56;1.55;1161.12
1130.76;1895.95;10.26;18.63;1.55;1158.87
1135.54;1921.08;10.4;16.62;1.55;1158.63
1123.22;1916.07;11.11;16.61;1.55;1157.4
1120.99;1922.43;11.99;16.58;1.56;1159.56
1114.21;1908.97;12.64;16.59;1.57;1161.31
1120.23;1868.89;12.64;14.31;1.56;1161.55
1120.73;1820.23;12.64;13.57;1.55;1158.33
1122.33;1805.6;12.63;14.72;1.56;1153.68
1116.51;1809.49;12.63;14.76;1.56;1158.54
1121.26;1801.14;12.63;14.93;1.55;1161.03
1119.91;1795.62;12.63;15.13;1.55;1157.85
1116.16;1807.3;12.62;15.24;1.55;1156.13
1111.6;1785.59;12.62;15.28;1.58;1159.64
1110.48;1787.19;12.63;15.36;1.56;1158.53
1112.22;1805.24;12.63;15.36;1.56;1154.92
1115.99;1825.11;12.62;15.35;1.56;1152.16
1113.13;1836.53;12.63;15.39;1.56;1150.84
1109.17;1823.99;12.63;15.41;1.56;1154.55
1108.42;1810.69;12.55;15.57;1.55;1155.67
1114.5;1818.44;12.26;15.39;1.56;1157.2
1116.46;1807.9;11.66;15.43;1.55;1154.68
1117.79;1797.77;10.81;17.69;1.56;1154.6
1114.33;1814.25;10.55;18.74;1.56;1150.21
1112.88;1824.15;10.57;18.76;1.56;1150.67
1114.16;1806.88;10.57;18.67;1.56;1151.17
1111.85;1803.62;9.98;18.77;1.55;1153.33
1122.86;1809;9.72;18.84;1.56;1154.15
1110.77;1813.54;9.11;18.72;1.56;1154.71
1110.47;1840.11;8.86;18.75;1.56;1152.93
1117.84;1853.98;8.86;18.74;1.56;1152.88
1120.84;1865.13;8.86;18.53;1.55;1157.7
1126.44;1866.07;8.85;16.67;1.56;1154.14
1126.27;1877.9;8.86;16.23;1.55;1153.21
1117.06;1877.65;8.85;16.74;1.55;1157
1122.82;1885.72;8.84;18.64;1.56;1158.01
1123.53;1902.11;8.85;17.89;1.57;1156.41
1115.15;1899.67;8.85;15.17;1.56;1159.07
1112.5;1915.52;8.85;15.16;1.56;1157.52
1116.88;1904.17;8.85;15.16;1.56;1159.26
1116.35;1889.46;8.84;15.15;1.55;1159.87
1127.13;1872.27;8.85;15.15;1.56;1160.18
1126.77;1858.83;8.87;15.18;1.56;1160.05
1119.46;1833.34;8.85;14.98;1.57;1161.21
1108.72;1826.21;8.85;14.37;1.54;1162.12
1111.84;1822.46;8.85;14.42;1.55;1158.93
1115.59;1813.4;8.85;14.42;1.55;1160.04
1115.74;1809.25;8.84;15.28;1.55;1154.75
1123.09;1813.9;8.84;18.88;1.55;1150.99
1128.55;1836.71;8.84;18.7;1.56;1153.75
1126.82;1868.31;8.84;18.69;1.56;1151.59
1124.59;1865.19;8.85;18.7;1.55;1149.59
1128.28;1866.13;8.85;18.68;1.55;1155.52
1129.63;1860.8;8.85;18.63;1.55;1160.68
1124.33;1863.91;8.85;16.62;1.54;1156.37
1128.53;1856.77;8.84;15.68;1.55;1154.78
1125.9;1836.49;8.84;15.71;1.56;1155.89
1115.69;1821.85;8.84;16.32;1.55;1159.99
1115.99;1824.71;8.84;18.72;1.55;1157.71
1116.54;1853.4;8.84;18.72;1.55;1159.05
1118.83;1838.7;8.84;18.67;1.55;1157.28
1119.93;1835.94;8.84;18.12;1.55;1156.76
1119.52;1849.02;8.84;15.7;1.57;1153.43
1119.57;1842.14;8.84;15.62;1.55;1154.33
1118.32;1862.75;8.84;15.65;1.55;1159.47
1119.05;1859.03;8.84;15.67;1.56;1156.77
1111.05;1847.21;8.86;15.67;1.57;1156.17
1115.58;1858.88;8.84;15.77;1.56;1157.33
1121.66;1862.89;8.85;15.69;1.57;1154.77
1116.38;1860.94;8.84;15.7;1.56;1153.71
1114.27;1865.84;8.83;15.66;1.56;1155.09
1122.07;1877.45;8.83;15.75;1.57;1154.44
1107.5;1856.03;8.84;15.67;1.57;1157.71
1103.82;1847.89;8.84;15.7;1.55;1161.23
1111.1;1851.47;8.84;15.66;1.55;1161.88
1127.48;1849.55;8.85;15.72;1.57;1159.2
1127.92;1860.55;8.84;17.83;1.55;1156.12
1128.57;1878.45;8.84;18.77;1.56;1155.17
1125.03;1878.71;8.84;17.36;1.58;1153.68
1127.62;1879.22;8.84;16.73;1.57;1157.27
1108.09;1869.96;8.85;16.75;1.57;1155.9
1111.88;1858.59;8.85;16.68;1.56;1162.35
1118.14;1839.18;8.85;16.77;1.55;1156.91
1116.16;1815.21;8.85;16.76;1.57;1152.59
1107.6;1822.96;8.85;16.75;1.57;1148.35
1106.21;1824.27;8.85;16.68;1.56;1152.49
1104.71;1815.33;8.83;17.25;1.57;1155.42
1108.63;1804.78;8.85;18.9;1.55;1154.32
1121.69;1817.04;8.84;17.13;1.56;1150.62
1122.38;1829.93;8.83;17.1;1.56;1150.61
1116.59;1830.14;8.85;17.1;1.56;1150.73
1116.49;1842.69;8.84;17.32;1.56;1151.91
1121.77;1818.58;8.85;17.03;1.56;1156.51
1126.74;1821.31;8.84;17.11;1.56;1157.41
1122.77;1854.93;8.84;17.07;1.58;1155.55
1128.1;1875.59;8.85;17.09;1.57;1154.14
1125.89;1874.05;8.85;17.03;1.56;1155.36
1126.78;1878.06;8.86;16.43;1.56;1157.04
1130.85;1865.36;8.85;13.88;1.56;1152.38
1117.55;1888.23;8.85;13.87;1.55;1153.5
1116.55;1890.23;8.86;15.9;1.55;1155.51
1116.79;1884.8;8.85;16.64;1.55;1156.72
1117.94;1847.88;8.85;16.74;1.55;1157.91
1119.45;1836.31;8.85;16.86;1.55;1162.67
1116.91;1844.45;8.85;16.8;1.56;1157.2
1104.92;1819.01;8.85;16.79;1.56;1154.12
1115.33;1825.55;8.84;16.8;1.56;1153.29
1124.02;1838.62;8.85;17.02;1.57;1155.49
1138.04;1831.18;8.86;17.96;1.55;1157.44
1135.55;1846.94;8.86;18.2;1.55;1157.15
1129.47;1852.94;8.85;20.25;1.55;1163.05
1130.49;1864.21;8.85;19.78;1.55;1160.34
1127.45;1867.72;8.85;17.33;1.55;1160.83
1125.79;1877.27;8.84;16.56;1.57;1158.53
1125.61;1881.76;8.84;18.31;1.56;1160.8
1125.41;1879.87;8.84;19.03;1.56;1161.73
1122.6;1874.87;8.85;17.4;1.56;1156.71
1129.05;1868.31;8.84;16.67;1.56;1154.72
1130.37;1894.74;8.84;16.67;1.58;1156.38
1115.86;1883.6;8.86;14.78;1.56;1157.71
1119.71;1855.92;8.85;15.64;1.55;1159.13
1123.67;1832.58;8.86;13.94;1.55;1155.93
1121.48;1844.76;8.85;13.95;1.56;1155.32
1119.36;1849.32;8.85;13.88;1.56;1155.77
1115.74;1854.65;8.85;14.49;1.55;1157.92
1118.7;1839.72;8.85;17.06;1.55;1157.59
1112.09;1828.09;8.85;17.09;1.57;1158.66
1119.25;1829.18;8.84;16.56;1.56;1160.76
1115.01;1829.89;8.85;14.39;1.55;1158.17
1112.18;1837.1;8.84;16.11;1.58;1157.2
1110.51;1845.31;8.84;18.32;1.56;1153.95
1119.88;1854.59;8.83;18.75;1.57;1148.59
1124.16;1865.37;8.85;18.74;1.57;1152.38
1122.49;1867.49;8.84;20.04;1.56;1157.07
1114.74;1881.53;8.84;18.22;1.56;1158.73
1111.45;1887.3;8.84;17.35;1.55;1156.94
1110.36;1873.31;8.85;15.76;1.55;1156.51
1105.78;1881.03;8.84;16.39;1.56;1157.54
1101.49;1881.41;8.84;18.85;1.55;1158.37
1104.67;1854.26;8.85;18.19;1.56;1161.97
1102;1857.01;8.84;15.68;1.55;1163.28
1106.01;1843.74;8.85;15.78;1.55;1157.59
1116.75;1819.98;8.84;16.71;1.57;1155.17
1119.45;1825.41;8.85;18.68;1.54;1158.07
1121.76;1821.06;8.85;17.17;1.54;1154.33
1116.52;1801.94;8.85;16.45;1.55;1158.26
1114.66;1815.63;8.85;16.48;1.54;1159.13
1119.82;1832.76;8.85;16.47;1.55;1158.03
1117.12;1821.75;8.85;16.5;1.56;1157.89
1109.6;1810.06;8.84;16.48;1.56;1155.14
1102.22;1809.92;8.84;16.44;1.55;1152.52
1105.29;1827.28;8.84;16.52;1.54;1153.78
1116.49;1833.65;8.85;16.51;1.56;1153.44
1115.44;1847.1;8.85;16.51;1.57;1154.16
1122.62;1839.14;8.84;16.49;1.56;1154.59
1129.44;1861.13;8.85;17.03;1.57;1154.33
1121.99;1853.38;8.85;19.25;1.56;1157.12
1119.35;1853;8.85;18.48;1.56;1155.66
1113.07;1840.21;8.85;15.67;1.57;1154.19
1119.37;1855.67;8.86;17.54;1.55;1153.95
1123.2;1883.59;8.85;18.38;1.57;1157.01
1127.62;1880.55;8.86;18.36;1.55;1156.54
1138.55;1883.07;8.86;18.35;1.56;1158.23
1131.91;1894.78;8.85;18.38;1.57;1163.86
1119.96;1878.34;8.85;18.21;1.57;1162.32
1123.41;1885.14;8.86;16.61;1.56;1158.88
1124.68;1859.48;8.86;16.2;1.56;1158.72
1117.09;1868.29;8.85;16.71;1.55;1160.38
1112.2;1858.05;8.84;18.85;1.54;1158.55
1111.19;1822.42;8.85;17.24;1.57;1157.38
